Ticker,Date,Open,High,Low,Close,Volume,RSI
INTU,2024-09-17,650.0,650.0,644.2100219726562,644.8200073242188,934600,60.473270879231755
INTU,2024-09-18,642.9299926757812,646.1300048828125,632.0999755859375,633.0700073242188,1000200,58.82807710096914
INTU,2024-09-19,651.0599975585938,660.6099853515625,646.0599975585938,654.239990234375,1567400,64.80225933501572
INTU,2024-09-20,644.3599853515625,651.22998046875,638.780029296875,644.989990234375,2961000,56.82006750661841
INTU,2024-09-23,649.5,649.5,639.510009765625,641.969970703125,1069400,58.12806628524512
INTU,2024-09-24,640.9600219726562,643.969970703125,635.52001953125,638.2000122070312,1454600,57.015445953341704
INTU,2024-09-25,634.8900146484375,643.1900024414062,632.3400268554688,634.739990234375,1414600,56.05701374824913
IBM,2024-09-16,215.8800048828125,217.89999389648438,215.52000427246094,217.16000366210938,4176100,83.61914580806206
IBM,2024-09-17,217.25,218.83999633789062,213.0,214.1300048828125,5635200,75.29568929001988
IBM,2024-09-18,214.1300048828125,216.86000061035156,213.58999633789062,214.94000244140625,3482800,76.59780180810273
IBM,2024-09-19,218.00999450683594,218.47999572753906,210.3699951171875,213.88999938964844,5279600,73.72586259946104
IBM,2024-09-20,214.3300018310547,217.85000610351562,213.74000549316406,217.6999969482422,9958800,74.19955385707775
IBM,2024-09-23,218.0,220.6199951171875,217.27000427246094,220.5,4074800,78.1653047643921
IBM,2024-09-24,219.77999877929688,221.19000244140625,218.16000366210938,220.97000122070312,3183900,76.54282671038035
IBM,2024-09-25,221.1699981689453,221.85000610351562,220.16000366210938,221.22999572753906,2537800,80.55739133610527
NEE,2024-09-16,85.08999633789062,85.55999755859375,84.37000274658203,84.63999938964844,8791400,78.54710654482724
NEE,2024-09-17,84.79000091552734,85.0,84.18000030517578,84.97000122070312,7415100,79.32166831664159
NEE,2024-09-18,84.48999786376953,84.98999786376953,83.51000213623047,84.27999877929688,9286200,75.2855277668623
NEE,2024-09-19,83.62999725341797,83.80000305175781,81.47000122070312,82.29000091552734,13965200,60.27272985789222
NEE,2024-09-20,82.25,83.76000213623047,82.05000305175781,82.76000213623047,26032300,60.236573591339564
NEE,2024-09-23,83.66000366210938,84.94000244140625,82.94000244140625,84.81999969482422,7916000,69.60705257001055
NEE,2024-09-24,84.19999694824219,85.2699966430664,83.91999816894531,84.29000091552734,8205300,63.5443016785314
NEE,2024-09-25,84.61000061035156,85.20999908447266,83.8499984741211,84.62000274658203,8354700,68.76640770335206
GE,2024-09-16,178.72000122070312,181.52000427246094,176.25999450683594,181.44000244140625,6844600,62.21080397377868
GE,2024-09-17,181.50999450683594,182.42999267578125,178.99000549316406,180.3300018310547,5936900,60.63781791487604
GE,2024-09-18,181.1999969482422,185.77000427246094,180.42999267578125,183.5500030517578,5686500,62.62977320028524
GE,2024-09-19,187.64999389648438,187.99000549316406,184.27999877929688,186.16000366210938,5021500,63.34324367628946
GE,2024-09-20,185.0,187.83999633789062,184.32000732421875,187.42999267578125,9895700,63.52122348714969
